Code ICD-11,Nom de la maladie
PK80.73,Obstetric procedure associated with injury or harm in therapeutic use
PK80.7Y,Caesarean section or other obstetric procedure associated with injury or harm
PK80.7Z,Caesarean section or other obstetric procedure associated with injury or harm
PK80.80,Musculoskeletal procedure associated with injury or harm
PK80.81,Musculoskeletal procedure associated with injury or harm
PK80.82,Musculoskeletal procedure associated with injury or harm
PK80.8Y,Musculoskeletal procedure associated with injury or harm in therapeutic use
PK80.8Z,Musculoskeletal procedure associated with injury or harm in therapeutic use
PK80.90,Vascular procedure associated with injury or harm
PK80.91,Vascular procedure associated with injury or harm
PK80.92,Vascular procedure associated with injury or harm
PK80.9Y,Vascular procedure associated with injury or harm
PK80.9Z,Vascular procedure associated with injury or harm
PK80.A0,Ear
PK80.A1,Ear
PK80.A2,Ear
PK80.AY,Ear
PK80.AZ,Ear
PK80.B0,Dental procedure associated with injury or harm
PK80.B1,Dental procedure associated with injury or harm
PK80.B2,Dental procedure associated with injury or harm
PK80.BY,Dental procedure associated with injury or harm
PK80.BZ,Dental procedure associated with injury or harm
PK80.C0,Skin or integument procedure associated with injury or harm
PK80.C1,Skin or integument procedure associated with injury or harm
PK80.C2,Skin or integument procedure associated with injury or harm
PK80.CY,Skin or integument procedure associated with injury or harm in therapeutic use
PK80.CZ,Skin or integument procedure associated with injury or harm in therapeutic use
PK81.0,Ventilation associated with injury or harm in therapeutic use
PK81.1,Extracorporeal life support procedure associated with injury or harm in therapeutic use
PK81.2,Aspiration or drainage of body cavity or fluid collection associated with injury or harm in therapeutic use
PK81.30,Acupuncture cupping associated with injury or harm in therapeutic use
PK81.3Y,Other specified acupuncture or related therapies associated with injury or harm in therapeutic use
PK81.3Z,Acupuncture or related therapies associated with injury or harm in therapeutic use
PK81.4,Bone marrow aspiration or biopsy associated with injury or harm in therapeutic use
PK81.5,Biopsy procedure
PK81.6,Dialysis associated with injury or harm in therapeutic use
PK81.7,Injection or infusion for therapeutic or diagnostic purposes associated with injury or harm in therapeutic use
PK81.8,Insertion of tube associated with injury or harm in therapeutic use
PK81.9,Joint aspiration associated with injury or harm in therapeutic use
PK81.A,Lumbar puncture associated with injury or harm in therapeutic use
PK81.B,Manipulative therapies associated with injury or harm in therapeutic use
PK81.C,Radiation therapy associated with injury or harm in therapeutic use
PK81.D,Other specified medical procedure associated with injury or harm in therapeutic use
PK81.E,Cardiopulmonary resuscitation associated with injury or harm in therapeutic use
PK81.F,Needle stick associated with injury or harm in therapeutic use
PK8Y,Other specified surgical or other medical procedures associated with injury or harm in diagnostic or therapeutic use
PK8Z,Surgical or other medical procedures associated with injury or harm in diagnostic or therapeutic use
PK90.0,Anaesthesiology devices associated with injury or harm
PK90.1,Anaesthesiology devices associated with injury or harm
PK90.2,Anaesthesiology devices associated with injury or harm
PK90.3,Anaesthesiology devices associated with injury or harm
PK90.4,Anaesthesiology devices associated with injury or harm
PK90.Y,Other specified anaesthesiology devices associated with injury or harm
PK90.Z,Anaesthesiology devices associated with injury or harm
PK91.0,Cardiovascular devices associated with injury or harm
PK91.10,Cardiovascular devices associated with injury or harm
PK91.11,Cardiovascular devices associated with injury or harm
PK91.12,Cardiovascular devices associated with injury or harm
PK91.13,Cardiovascular devices associated with injury or harm
PK91.14,Cardiovascular devices associated with injury or harm
PK91.15,Cardiovascular devices associated with injury or harm
PK91.16,Cardiovascular devices associated with injury or harm: peripheral venous catheter
PK91.1Y,Other specified cardiovascular devices associated with injury or harm
PK91.1Z,Cardiovascular devices associated with injury or harm
PK91.20,Cardiovascular devices associated with injury or harm
PK91.21,Cardiovascular devices associated with injury or harm
PK91.22,Cardiovascular devices associated with injury or harm
PK91.2Y,Other specified cardiovascular devices associated with injury or harm
PK91.2Z,Cardiovascular devices associated with injury or harm
PK91.3,Cardiovascular devices associated with injury or harm
PK91.4,Cardiovascular devices associated with injury or harm
PK91.Y,Other specified cardiovascular devices
PK91.Z,Cardiovascular devices
PK92.0,Otorhinolaryngological devices associated with injury or harm
PK92.1,Otorhinolaryngological devices associated with injury or harm
PK92.2,Otorhinolaryngological devices associated with injury or harm
PK92.3,Otorhinolaryngological devices associated with injury or harm
PK92.4,Otorhinolaryngological devices associated with injury or harm
PK92.Y,Other specified otorhinolaryngological devices
PK92.Z,Otorhinolaryngological devices
PK93.0,Gastroenterology or urology devices associated with injury or harm
PK93.10,Gastroenterology or urology devices associated with injury or harm
PK93.1Y,Other specified gastroenterology or urology devices associated with injury or harm
PK93.1Z,Gastroenterology or urology devices associated with injury or harm
PK93.2,Gastroenterology or urology devices associated with injury or harm
PK93.3,Gastroenterology or urology devices associated with injury or harm
PK93.4,Gastroenterology or urology devices associated with injury or harm
PK93.Y,Other specified gastroenterology or urology devices
PK93.Z,Gastroenterology or urology devices
PK94.0,General hospital or personal use devices associated with injury or harm
PK94.1,General hospital or personal use devices associated with injury or harm
PK94.2,General hospital or personal use devices associated with injury or harm
PK94.3,General hospital or personal use devices associated with injury or harm
PK94.4,General hospital or personal use devices associated with injury or harm
PK94.Y,Other specified general hospital or personal use devices associated with injury or harm
PK94.Z,General hospital or personal use devices associated with injury or harm
PK95.0,Neurological devices associated with injury or harm
PK95.1,Neurological devices associated with injury or harm
PK95.20,Neurological devices associated with injury or harm
PK95.2Y,Other specified neurological devices associated with injury or harm
PK95.2Z,Neurological devices associated with injury or harm
PK95.3,Neurological devices associated with injury or harm
PK95.4,Neurological devices associated with injury or harm
PK95.Y,Other specified neurological devices
PK95.Z,Neurological devices
PK96.0,Obstetric or gynaecological devices associated with injury or harm
PK96.1,Obstetric or gynaecological devices associated with injury or harm
PK96.2,Obstetric or gynaecological devices associated with injury or harm
PK96.3,Obstetric or gynaecological devices associated with injury or harm
PK96.4,Obstetric or gynaecological devices associated with injury or harm
